Code,Description
"38049","Wilburs Inc. (Domestic)"
"38050","Alpha Air (Domestic)"
"38051","Wise Airlines Inc. (Domestic)"
"38052","Jetaire Airlines Inc. (Domestic)"
"38053","Bering Air Inc. (Domestic)"
"38054","Harbor Air Service (Domestic)"
"38055","Jet Express (Domestic)"
"38056","Westates Airlines (Domestic)"
"38057","Barken International (Domestic)"
"38058","Hawaii Pacific Helicopters (Domestic)"
"38059","Omniflight Airways (Domestic)"
"38060","Otter Air (Domestic)"
"38061","La Skycab Airline (Domestic)"
"38062","Cresent Medivac (Domestic)"
"38063","Astor Air (Domestic)"
"38064","Turner Aire (Domestic)"
"38065","Alliance Airlines (Domestic)"
"38066","Wrangell Air Service (Domestic)"
"38067","California Seaboard (Domestic)"
"38068","West Penn Commuter (Domestic)"
"38069","National Air (Domestic)"
"38070","Coastal Air Transport (Domestic)"
"38071","Eagle Airline (Domestic)"
"38072","Southern Express Airways (Domestic)"
"38073","Business Express Airlines (Domestic)"
"38074","Commuter Airlines (Ca) (Domestic)"
"38075","Island Air Express (Domestic)"
"38076","Executive Airlines (Domestic)"
"38077","Sallee's Aviation (Domestic)"
"38078","Exec Express (Domestic)"
"38079","AAR Western Skyways (Domestic)"
"38080","AvAir (Domestic)"
"38081","Enterprise Airlines Inc. (Domestic)"
"38082","Prime Air Inc. (Domestic)"
"38083","Kenmore Air Harbor (Domestic)"
"38084","Endeavor Air Inc. (Domestic)"
"38085","King Flying Service (Domestic)"
"38086","Bay Air (Domestic)"
"38087","Barrow Air (Domestic)"
"38088","Resort Commuter (Domestic)"
"38089","GP Express Airlines (Domestic)"
"38090","Texas National Airlines (Domestic)"
"38091","Mountain West Airlines (Domestic)"
"38092","Village Aviation (Domestic)"
"38093","Cityhop (Domestic)"
"38094","Big Island Air (Domestic)"
"38095","Metro Express 11 (Domestic)"
"38096","Golden State Airlines (Domestic)"
"38097","Action Airlines (Domestic)"
"38098","Iowa Airways (Domestic)"
"38099","Wright Air Service (Domestic)"
"38100","Polar International (Domestic)"
"38101","Air Puerto Rico Airlines (Domestic)"
"38102","Million Air (Domestic)"
"38103","Omniflight Helicopters (Domestic)"
"38104","La Helicopter (Domestic)"
"38105","Reeves Air (Domestic)"
"38106","Helitrans (Domestic)"
"38107","Air Link Airways (Domestic)"
"38108","Air L.A. (Domestic)"
"38109","Larrys Flying Service (Domestic)"
"38110","Stateswest Airlines (Domestic)"
"38111","Maui Airlines (Domestic)"
"38112","Chicago Airlines (Domestic)"
"38113","Airways International (Domestic)"
"38114","Aero Coach (Domestic)"
"38115","Hageland Aviation Service (Domestic)"
"38116","Galena Air Service (Domestic)"
"38117","Propheter Aviation (Domestic)"
"38119","Executive Transport (Domestic)"
"38120","Haines Airways (Domestic)"
"38121","Air Cape (Domestic)"
"38122","Mst Aviation (Domestic)"
"38123","Midcontinent Airlines (Domestic)"
"38124","Lake Coastal (Domestic)"
"38125","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo (Domestic)"
"38126","Olson Air Service (Domestic)"
"38127","Helitac Aviation (Domestic)"
"38128","Air South (Domestic)"
"38129","East Coast Airways (Domestic)"
"38130","Tropical Helicopter Airways (Domestic)"
"38131","Bangor International Air (Domestic)"
"38132","Hub Express (Domestic)"
"38133","Chester County Aviation (Domestic)"
"38134","Air Caribe International (Domestic)"
"38135","Custom Air Service (Domestic)"
"38136","Seagull Air Service (Domestic)"
"38137","Npa Inc. (Domestic)"
"38138","Nasville Eagle (Domestic)"
"38139","Sportsman Flying Service (Domestic)"
"38140","Aleutian Air (Domestic)"
"38141","Qwest Commuter (Domestic)"
"38142","Taquan Air Service (Domestic)"
"38143","Exec Express II (Domestic)"
"38144","GCS Air Service (Domestic)"
"38145","Tri Air Freight (Domestic)"
"38146","Chartair (Domestic)"
"38147","Laredo Air (Domestic)"
"38148","Skagway Air Service (Domestic)"
"38149","Ketchikan Air Service (Domestic)"
"38151","Airlift International (Domestic)"
"38152","Pacair (Domestic)"
"38153","Wra Inc. (Domestic)"
"38154","Alaska Central Express (Domestic)"
"38156","Samoa Aviation Inc. (Domestic)"
"38157","Springdale Air (Domestic)"
"38158","Manhattan Express (Domestic)"
"38159","Grand Airways Inc. (Domestic)"
"38160","Aero Freight (Domestic)"
"38161","Welch Aviation (Domestic)"
"38162","Panama Aviation (Domestic)"
"38163","Cape Air (Domestic)"
"38164","CommuteAir LLC dba CommuteAir (Domestic)"
"38165","Heritage Airlines (Domestic)"
"38166","Skymaster (Domestic)"
"38167","Columbia Pacific Airlines (Domestic)"
"38168","Central States Air Lines (Domestic)"
"38169","Mid Pacific Air Corp. (Domestic)"
"38170","Mohawk Airlines (Domestic)"
"38171","Trans Air (Hawaii) (Domestic)"
"38172","Air Southeast (Domestic)"
"38173","Conquest Airline Corp. (Domestic)"
"38174","California Air Shuttle (Domestic)"
"38175","Scott Aviation (Domestic)"
"38176","Skyway Airlines (Domestic)"
"38177","Northcoast Executive (Domestic)"
"38178","Friday Harbor Seaplanes (Domestic)"
"38179","Gulf Air Taxi (Domestic)"
"38180","Gulf Flite Center (Domestic)"
"38181","Corporate Air (Domestic)"
"38182","Lapsa (Domestic)"
"38183","Valley Air Services (Domestic)"
"38184","Drummond Island Air (Domestic)"
"38185","Sunrise Airlines Inc. (Domestic)"
"38186","Northeast Express Regional (1) (Domestic)"
"38187","L'Express (Domestic)"
"38188","Travelair (Domestic)"
"38189","Star Aviation (Domestic)"
"38190","Territorial Airlines (Domestic)"
"38191","Silver Airways (Domestic)"
"38192","Flying Boat (Domestic)"
"38193","Loken Aviation (Domestic)"
"38194","Dawn Air (Domestic)"
"38195","Charter One (Domestic)"
"38197","Great Western Aviation (Domestic)"
"38198","Chicago Air Taxi (Domestic)"
"38199","Allied Airlines (Domestic)"
"38200","Redwing Airways (Domestic)"
"38201","Dulles Express (Domestic)"
"38202","Paradise Island Airlines (Domestic)"
"38203","Airvantage (Domestic)"
"38204","Sea Air Shuttle (Domestic)"
"38205","Adirondack Airlines (Domestic)"
"38206","Skybus Express Airlines (Domestic)"
"38207","Flagship Airlines Inc. (Domestic)"
"38208","Rocky Mountain Helicopters (Domestic)"
"38209","Sierra Nevada Airways (Domestic)"
"38210","Island Express (Domestic)"
"38211","Colgan Air (Domestic)"
"38212","Arizona Pacific Airways (Domestic)"
"38213","Air South Inc. (Domestic)"
"38215","F.S. Air Service (Domestic)"
"38216","Pacific Island Aviation (Domestic)"
"38217","Air Alpha (Domestic)"
"38218","Alliance Air (Domestic)"
"38219","Independence Air (Domestic)"
"38220","Trans World Express (Domestic)"
"38221","Keene Airways (Domestic)"
"38222","Arizona Airways (Domestic)"
"38223","Florida Air (Domestic)"
"38224","Northeast Express Regional (Domestic)"
"38225","Sky One Express (Domestic)"
"38226","Air West Airlines (Domestic)"
"38227","Rader Aviation (Domestic)"
"38228","Advantage Airlines (Domestic)"
"38229","Ram Aviation (Domestic)"
"38230","Express Airlines II (Domestic)"
"38231","Eclipse Airlines (Domestic)"
"38232","Air Casino (Domestic)"
"38233","Sky-Jet (Domestic)"
"38234","American Flight Group (Domestic)"
"38235","Promech (Domestic)"
"38236","Air Florida Express (Domestic)"
"38237","Four Star Aviation (Domestic)"
"38238","Aviation Sales (Domestic)"
"38239","Salair (Domestic)"
"38240","Chicago Express Airlines (Domestic)"
"38241","Northwest Seaplanes (Domestic)"
"38242","Business Helicopters (Domestic)"
"38243","Gorda Aero Service (Domestic)"
"38245","Grant Aviation (Domestic)"
"38246","Caribair (Domestic)"
"38247","Katmai Air (Domestic)"
"38248","Island Air Charters (Domestic)"
"38249","Mahalo Air (Domestic)"
"38250","Pacificair (Domestic)"
"38251","Capitol Air (Domestic)"
"38252","Dolphin Express (Domestic)"
"38253","Downeast Flying Service (Domestic)"
"38254","Sunshine Airlines (Domestic)"
"38255","Texas Airways (Domestic)"
"38256","Pine State Airlines (Domestic)"
"38257","Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines (Domest"
"38258","Sierra Expressway (Domestic)"
"38259","Merlin Express (Domestic)"
"38260","Eagle Jet Charter (Domestic)"
"38261","Seaborne Virgin Islands, Inc. (Domestic)"
"38262","Golden West Airlines Inc. (Domestic)"
"38263","Maverick Airways (Domestic)"
"38264","Mountain Air Express (Domestic)"
"38265","Regions Air, Inc. (Domestic)"
"38266","Jim Air Inc. (Domestic)"
"38267","M & N Aviation (Domestic)"
"38268","Casino Airlines (1) (Domestic)"
"38269","Kalinin Aviation LLC d/b/a Alaska Seaplanes (Domestic)"
"38270","Nacnet (Domestic)"
"38271","Austin Express Inc. (Domestic)"
"38272","Av Center Inc. (Domestic)"
"38273","Express Air d/b/a Sunrise (Domestic)"
"38274","Dynamic Aviation, Inc. d/b/a Beacon (Domestic)"
"38276","Air Ketchum Idaho Inc. (Domestic)"
"38277","Shuttle America Corp. (Domestic)"
"38278","Rio Grande Air (Domestic)"
"38279","Island Air Service (Domestic)"
"38280","Trans International Express (Domestic)"
"38282","Inland Aviation Services (Domestic)"
"38283","Ozark Air Lines Inc. (Domestic)"
"38284","Nevis Express (Domestic)"
"38285","Spernak Airways Inc. (Domestic)"
"38286","Atlantic Coast Jet Inc. (Domestic)"
"38287","Smokey Bay Air Inc. (Domestic)"
"38288","Casino Airlines (Domestic)"
"38289","Farwest Airlines (Domestic)"
"38290","Air-Serve (Domestic)"
"38291","Potomac Air (Domestic)"
"38292","Venture Travel LLC d/b/a Taquan Air Service (Domestic)"
"38293","Boston-Maine Airways (Domestic)"
"38294","Air Excursions LLC (1) (Domestic)"
"38295","Sunair Express LLC (Domestic)"
"38296","Mountain Bird/Salmon Air (Domestic)"
"71002","Tyrolean Jet Service (International)"
"71003","Executive Airlines, SL (International)"
"71004","Titan Airways (International)"
"71005","TUI Airlines Nederland B.V. (International)"
"71006","Aerounion Aerotransporte de Carga Union SA de CV (International)"
"71007","Globespan Airways Limited d/b/a Flyglobespan (International)"
"71008","Arrow Panama (International)"
"71009","LAN Argentina (International)"
"71010","Comlux Aviation, AG (International)"
"71011","NetJets Transportes Aereos, S.A. (International)"
"71013","Etihad Airways (International)"
"71014","Flyjet Limited d/b/a Silverjet (International)"
"71015","TravelspanGT, Inc. S.A. (International)"
"71016","Zeal 320 (International)"
"71017","Elysair d/b/a L'Avion (International)"
"71018","ANA & JP Express Co. Ltd. (International)"
"71019","VistaJet Luftfahrtunternehmen GmbH (International)"
"71020","Master Top Linhas Aereas Ltd. (International)"
"71021","JetClub AG (International)"
"71022","Flair Airlines Ltd. (International)"
"71024","Avior Airlines, C.A. (International)"
"71025","Flying Service N.V. (International)"
"71026","Master Top Linhas Aereas, Ltda. (International)"
"71029","Global Jet Austria, GmbH (International)"
"71031","Global Jet Luxembourg, Sa (International)"
"71032","Skyservice Airlines, Inc. (International)"
"71033","DCA (International)"
"71034","Eurofly S.p.A (International)"
"71035","ACM AIR CHARTER GmbH (International)"
"71036","Jade Cargo International (International)"
"71037","CAT Aviation (International)"
"71038","Polar Airlines de Mexico d/b/a Nova Air (International)"
"71039","Vladivostok Air (International)"
"71040","Porter Airlines, Inc. (International)"
"71041","Sunwing Airlines Inc. (International)"
"71043","Star Air A/S (International)"
"71044","Metropix UK, LLP. (International)"
"71047","Santa Barbara Airlines, C.A (International)"
"71048","Jet Airways (India) Limited (International)"
"71049","Qatar Airways (Q.C.S.C) (International)"
"71050","Yangtze River Express Airlines Company (International)"
"71051","Hainan Airlines Company Limited (International)"
"71052","TAG Aviation S.A. (International)"
"71053","JetAlliance Flugbetriebs d/b/a JAF Airservice (International)"
"71056","Open Skies (International)"
"71059","Aeromexico Travel (International)"
"71060","Pan American World Airways Dominicana (International)"
"71062","TAG Aviation (UK) Ltd. (International)"
"71063","TAG Aviation Espana S.L. (International)"
"71065","Corporatejets, XXI (International)"
"71067","Aerosur (International)"
"71068","Great Wall Airlines Company Limited (International)"
"71069","Comlux Malta, Ltd. (International)"
"71070","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus (International)"
"71071","Ocean Sky (UK) Limited (International)"
"71072","Concesionaria Vuela Compania De Aviacion SA de CV (Volaris) (International)"
"71073","Jetstar Airways Pty Limited (International)"
"71074","Air Berlin PLC and CO (International)"
"71075","XL Airways France (International)"
"71077","Aeroservices Executive (International)"
"71078","Lan Colombia (International)"
"71080","Comlux Malta Ltd. (International)"
"71082","Virgin Blue International Airlines t/a V Australia (International)"
"71083","Acropolis Aviation Ltd. (International)"
"71084","Swiss Air Ambulance (International)"
"71085","Insel Air International B V (International)"
"71086","Jin Air Co Ltd. (International)"
"71087","Jet Aviation Business Jets AG (International)"
"71089","Unijet (International)"
"71090","AeroLogic GmbH (International)"
"71091","Airitaly S.P.A. (International)"
"71092","Corsair International (International)"
"71093","Chartright Air Inc. (International)"
"71094","Hapag-Lloyd Executive GmbH (International)"
"71095","London Air Services Limited (International)"
"71096","Air Alsie A/S (International)"
"71098","Albinati Aeronautics SA (International)"
"71099","Skymark Airlines Inc. (International)"
"71100","Aerovias de Intergracian Regional (International)"
"71101","Arik Air International (International)"
"71102","AirBridgeCargo Airlines Limited (International)"
"71103","Aerogal (International)"
"71104","Travel Service, a.s. d/b/a SmartWings (International)"
"71106","Transportes Aeromar S.A de C.V (International)"
"71107","Air Finland Ltd. (International)"
"71109","International Jet Management GmbH (International)"
"71110","Jet link AG (International)"
"71111","TUI Airlines Belgium N.V. d/b/a Jetairfly (International)"
"71112","Sichuan Airlines Co Ltd. (International)"
"71113","Exec Direct Aviation Services Limited (International)"
"71114","Brussels Airlines N.V. (International)"
"71116","Bertelsmann Aviation GmbH (International)"
"71118","ABC Aerolineas SA de CV dba Interjet (International)"
"71119","Jeju Air Co Ltd. (International)"
"71120","JSC The 224th Flight Unit State Airlines (International)"
"71121","Fly Jamaica Airways Limited (International)"
"71123","VistaJet Limited (International)"
"71124","Laudamotion GmbH (International)"
"71125","Air Company Yakutia (International)"
"71127","Norwegian Air Shuttle ASA (International)"
"71128","Cargolux Italia SpA (International)"
"71129","Tame Linea Aerea del Ecuador Tme EP (International)"
"71131","Gainjet Aviation SA (International)"
"71134","WOW Air ehf (International)"
"71135","Dassault Falcon Service (International)"
"71136","VRG Linhas Aereas S A (International)"
"71138","Ukraine International Airlines (International)"
"71139","Air Canada rouge LP (International)"
"71140","Sky Regional Airlines Inc. (International)"
"71141","SkyBahamas Airlines Ltd. (International)"
"71142","Jet2.com (International)"
"71143","Dreamjet SAS Dba La Compagnie (International)"
"71144","Comlux Aruba NV (International)"
"71145","Azul Linhas Aereas Brazileiras S A (International)"
"71146","Jet Story (International)"
"71147","SkyGreece Airlines S A (International)"
"71148","Mjet GmbH (International)"
"71149","Albinati aviation Limited (International)"
"71150","ABS JETS A.S (International)"
"71151","Air Asia X Berhad dba Airasia X (International)"
"71153","Air Busan (International)"
"71154","Air Medical Ltd. (International)"
"71156","Oceanair Linhas Aereas S A (International)"
"71157","Fast Colombia SAS d/b/a Viva Colombia (International)"
"71159","Inselair Aruba NV (International)"
"71160","Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane (Int"
"71161","Cebu Air Inc d/b/a Cebu Pacific Air (International)"
"71164","Azerbaijan Airlines CJSC (International)"
"71165","Cavok Air LLC (International)"
"71166","Silk Way West Airlines (International)"
"71167","Orenburg Airlines (International)"
"71168","WestJet Encore Ltd. (International)"
"71169","Hong Kong Airlines Limited (International)"
"71170","Eurowings GmbH (International)"
"71171","Abelag Aviation AG (International)"
"71172","Longtail Aviation Ltd. (International)"
"71173","Air Serbia (International)"
"71174","Talofa Airways Limited (International)"
"71176","Luxaviation S A (International)"
"71178","Xiamen Airlines Co., Ltd. (International)"
"71179","Air Philippines Corp d/b/a Airphil Express, Philippines Airlines (International)"
"71181","Cargologicair Limited (International)"
"71182","Eastar Jet Co Ltd. (International)"
"71183","Hong Kong Express Airways Limited (International)"
"71184","Svenskt Industriflyg AB (International)"
"71185","Beijing Capital Airlines (International)"
"71187","Norwegian Air International Ltd. (International)"
"71189","Scoot Tigerair Pte Ltd d/b/a Scoot (International)"
"71190","Air Hamburg Luftverkehrsgesellschaft mbH (International)"
"71191","Evelop Airlines SL (International)"
"71193","Flying Group Lux S.A. (International)"
"71194","Norwegian Air UK Limited (International)"
"71195","Arubaanse Luchtvaart Maatschappij NV dba Aruba Airlines (International)"
"71196","Primera Air Scandinavia (International)"
"71197","Kenya Airways PLC (International)"
"71198","Glock Aviation GmbH (International)"
"71199","Tantalus Air Ltd. d/b/a Harbour Air d/b/a Harbour Air Seaplanes (International)"
"71200","European Air Transport Leipzig GmbH (International)"
"71203","Luxaviation Germany GmbH (International)"
"71205","Vuela Aviacion, S.A. (International)"
"71206","OPENSKIES SAS (International)"
"71207","Aviateca, S.A. (International)"
"71208","FAI rent-a-jet AG (International)"
"71209","TAG Aviation (Malta) Ltd. (International)"
"71210","Gestair, S.A. (International)"
"71211","Skyfirst Limited (International)"
"71212","French bee (International)"
"71213","Sparfell Luftfahrt GmbH (International)"
"71214","Challenge Airlines (BE) S.A. (International)"
"71215","CLAIRMONT HOLDINGS d/b/a VI AIRLINK (International)"
"71218","Concierge U Ltd. d/b/a Jet Concierge Club (International)"
"71219","Elitavia Malta Limited (International)"
"71221","Prince Aviation (International)"
"71222","Volkswagen AirSevice GmbH dba Volkswagon (International)"
"71223","Hyperion Aviation Ltd. dba Hyperion (International)"
"71224","P/F Atlantic Airways (International)"
"71225","SWOOP Inc. (International)"
"71226","ZIPAIR Tokyo Inc. (International)"
"71227","Vietnam Airline (International)"
"71228","Maleth Aero AOC Ltd. (International)"
"71229","WAMOS AIR SA (International)"
"71230","MHS Aviation GmbH (International)"
"71241","Avcon Jet AG (International)"
"71242","Silk Way Airlines, LLC (International)"
"71243","Hamilton Jetport Limited (International)"
"71247","Air Senegal S.A (International)"
"71248","Neos S.P.A (International)"
"71249","AZUR Air LLC (International)"
"71250","Fly Airways NV (International)"
"71252","Luxaviation EA (International)"
"71253","AVCON JET MALTA LTD (International)"
"71254","Alis Cargo Airlines S.P.A. (International)"
"71255","ORBEST AIRLINE (International)"
"71256","EUROWINGS DISCOVER GmbH (International)"
"71257","World2Fly SLU (International)"
"71258","World2Fly Portugal SA (International)"
"71259","Air Atlanta Europe Limited (International)"
"71260","Fly PLAY ehf (International)"
"71261","Romcargo Airline S.R.L (International)"
"71262","Nomad Aviation AG (International)"
"71263","GainJet Ireland Ltd (International)"
"71264","HARBOUR AIR LTD. D/B/A HARBOUR AIR SEAPLANES, WHISTLER AIR AND SALTSPRING AIR (Intern"
"71265","Pontair Ltd. (International)"
"71266","Alliance Executive Jets Ltd. (International)"
"71267","Galistair Trading Ltd (International)"
"71268","Sky Airline Peru (International)"
"71269","Vuela EL Salvador S.A. de C.V. (International)"
"71270","Bairline Fluggesellschaft (International)"
"71271","STARLUX AIRLINES (International)"
"71272","Flightworx Aviation Ltd (International)"
"71273","Norse Atlantic UK Ltd (International)"
"71274","1263343 Alberta Inc. d/b/a Lynx Air (International)"
"71275","Flightcraft Air Charter Ltd dba KF Aeroflyer (International)"
"71276","Golden Wings Charter, Ltd (International)"
"71277","Scanwings Oy (International)"
"71278","Island Wings Ltd. Dba Island Wings Charter (International)"
"71279","Swiss Private Jet S.A. (International)"
"71280","Elangeni GmbH (International)"
"71281","Challenge Air Cargo, Ltd (International)"
"71282","Norse Atlantic Airways,AS (International)"
"71283","Sparfell Malta Ltd (International)"
"71284","Haute Aviation (International)"
"71285","AXIS Aviation Switzerland AG (International)"
"71286","Western Air Ltd (International)"
"71288","Jetflite Oy (International)"
"71289","Axis Aviation GmbH (International)"
"71290","Av8Jet Charter Ltd. (International)"
"7148B","Aero Rentas De Coahuila S.A. De C.V. (International)"
"7148C","Aerotaxis De Aguascalientes S.A. De C.V. (International)"
"7148D","Servicios Aeronauticos Z S.A. De C.V. (International)"
"7148E","Taxirey S.A. De C.V. (International)"
"7900A","Jetsgo (International)"
"7900C","Central Mountain Air (International)"
"7900D","Helijet International Inc. (International)"
"7900F","North Vancouver Air (International)"
"7900G","Air North (International)"
"7900H","Regency Air (International)"
"7900I","Propair (International)"
"7900K","Harmony Airways (International)"
"7900L","Air Georgian (International)"
"7900M","Celtic Tech Jet Ltd. (International)"
"7900P","SkyLink Express Inc. (International)"
"7900Q","Canjet Airlines (International)"
"80001","Academy Airlines (Domestic)"
"80002","Aeronaves De Puerto Rico (Domestic)"
"80003","Aero Union Corp (Domestic)"
"80004","Air Express International Airlines (Domestic)"
"80005","Air Freight Express (Domestic)"
"80006","ABX Air Inc (Domestic)"
"80007","Airgo Inc. (Domestic)"
"80008","Allstates Air Cargo Inc. (Domestic)"
"80009","Amerford Airways Inc. (Domestic)"
"80010","American Air Transport (Domestic)"
"80011","Astro-Wing Airlines Inc. (Domestic)"
"80012","Ball Brothers Inc. (Domestic)"
"80013","Hawaii Pacific Air (Domestic)"
"80014","Bo-S-Aire Airlines Inc. (Domestic)"
"80015","Burlington Northern Inc. (Domestic)"
"80016","CF Air Freight (Domestic)"
"80017","Central American International (Domestic)"
"80018","Century Airlines Inc. (Domestic)"
"80019","Challenge Air Transport Inc. (Domestic)"
"80020","Check-Air Inc. (Domestic)"
"80021","Circle Airfreight Corp. (Domestic)"
"80022","Cohlmia Aviation (Domestic)"
"80023","Combs Airways Inc. (Domestic)"
"80024","Conner Air Lines Inc. (Domestic)"
"80025","Dallas Flight Center (Domestic)"
"80026","Eagle Aviation Inc. (Domestic)"
"80027","Falcon Airways Inc. (Domestic)"
"80028","Falwell Aviation Inc. (Domestic)"
"80029","Federal Express Corporation (Domestic)"
"80030","Cam Air International Inc. (Domestic)"
"80031","Frontier Flying Service (Domestic)"
"80033","Great Western Airlines Inc. (Domestic)"
"80034","International Air Service (Domestic)"
"80035","Interstate Airlines Inc. (Domestic)"
"80036","Jet Way Inc. (Domestic)"
"80037","Klondike Air Inc. (Domestic)"
"80038","Michigan Peninsula Airways (Domestic)"
"80039","Flight Line Inc. (Domestic)"
"80041","Northern Air Cargo Inc. (Domestic)"
"80042","Pacific Alaska Airlines Inc. (Domestic)"
"80043","Pat Air (Domestic)"
"80044","Pinehurst Airlines Inc. (Domestic)"
"80045","Profit Airlines Inc. (Domestic)"
"80046","Purolator Sky Courier Inc. (Domestic)"
"80047","Phh Air Inc. (Domestic)"
"80048","S. S. Airways Inc. (Domestic)"
"80049","Summit Airlines Inc. (Domestic)"
"80050","Nal Inc. (Domestic)"
"80051","Trans Continental Airlines (Domestic)"
"80052","Transwest Air Express (Domestic)"
"80053","United Parcel Service (Domestic)"
"80054","Viking International Airlines Inc. (Domestic)"
"80055","WTC Airlines (Domestic)"
"80056","Astar USA, LLC (Domestic)"
"80057","Icb International Airlines (Domestic)"
"80058","Wrangler Aviation Inc. (Domestic)"
"80059","Air Natl Aircraft Sal & Ser (Domestic)"
"80060","Air Polynesia d/b/a DHL Cargo (Domestic)"
"80061","Jet East Inc. (Domestic)"
"80062","Hawkins And Powers Aviation (Domestic)"
"80063","Pacific Air Express Inc. (Domestic)"
"80067","Hemisphere Air Charter (Domestic)"
"80068","International Parcel Express Inc. (Domestic)"
"80069","Air Train Inc. (Domestic)"
"80070","Salair Inc. (Domestic)"
"80072","Kitty Hawk Air Cargo (Domestic)"
"81001","Rhoades Aviation dba Transair (Domestic)"
"81002","Rhoades Aviation dba Transair (International)"
"81003","Rhoades Aviation dba Transair (System)"
"90004","Air Caravane Inc. (International)"
"90008","Norontair (International)"
"90009","Alberta Northern Airlines (International)"
"90013","Aero Tranportes Panamenos (International)"
"90020","Turks Air Ltd. (1) (International)"
"90022","British Airtours Limited (International)"
"90024","Spantax S. A. (International)"
"90031","Dan Air Services (International)"
"90034","Aerolineas Dominicanas S A (International)"
"90035","Caribwest Airways Ltd. (International)"
"90037","Execaire Aviation Ltd. (International)"
"90040","Aero Trades (Western) Ltd. (International)"
"90043","Fast Air Carrier Ltd. (1) (International)"
"90044","Air Pacific Ltd. (1) (International)"
"90045","Laker Airways (International)"
"90047","Business Flights Ltd. (International)"
"90050","Transavia Holland B. V. (International)"
"90052","Iscargo Hf (International)"
"90053","Tradewinds Airways Ltd. (International)"
"90054","Aerlinte Eireann Teoranta (International)"
"90055","Iran National Airlines Corp (International)"
"90056","Inair (International)"
"90059","Allarco Developments Ltd. (International)"
"90061","Transmeridian Air Cargo Ltd. (International)"
"90063","Kar-Air Oy (International)"
"90065","Kelowna Flightcraft Air Cha (International)"
"90070","Liat (1974) Limited (International)"
"90078","Millardair Limited (International)"
"90079","Montana Austria Flugetrieb (International)"
"90082","P.N. Merpati Nusantara Air. (International)"
"90085","North Cariboo Flying Serv. (International)"
"90086","Lanica (International)"
"90087","Norcanair (International)"
"90088","Northward Airlines Ltd. (International)"
"90089","North Coast Air Services (International)"
"90090","National Aviation Consult. (International)"
"90091","Air Niugini (International)"
"90094","Aerocondor (International)"
"90097","Nunasi-Central Airlines Ltd. (International)"
"90099","Ontario Worldair Limited (International)"
"90105","Eastern Provincial Airways (International)"
"90106","Pacific Western Airlines (International)"
"90107","Inter-Quebec (Intair) (International)"
"90109","Syrian Arab Airlines (International)"
"90114","Aero Uruguay (1) (International)"
"90117","Redcoat Air Cargo Limited (International)"
"90119","Southern Frontier Air Trans (International)"
"90121","Skycharter (Malton) Ltd. (International)"
"90127","Superior Airways Limited (International)"
"90128","Belize Airways Limited (International)"
"90129","Skycraft Air Transport Inc. (International)"
"90133","Transcarga (International)"
"90136","Trans-Mediterranean Airways (International)"
"90140","British Caribbean Airways (International)"
"90141","Air Manila Inc. (International)"
"90145","Avalon Aviation Ltd. (International)"
"90146","Wardair Canada Inc. (International)"
"90147","Gateway Aviation Limited (International)"
"90148","Windward Islands Airways (International)"
"90150","Aerotal (International)"
"90151","Yellow Bird Air (International)"
"90154","Aviacion Y Comercio S.A. (International)"
"90162","Aero B Venezuela C.A. (International)"
"90165","Air Bvi Limited (International)"
"90166","Air Ontario Limited (International)"
"90170","Servicio De Carga Aerea Sa (International)"
"90176","Aermediterranea S.P.A. (International)"
"90182","Haiti Air (International)"
"90188","Grenada Airways Ltd. (International)"
"90191","Le Point Air (International)"
"90197","First Air (International)"
"90201","Highland Express Airways (International)"
"90225","Vacationair (International)"
"90226","Canadian Aviation Express (International)"
"90232","Holidair Airways (International)"
"9106A","Belize Air International Ltd. (International)"
"9106B","Belize Trans Air (International)"
"9110A","Lacsa (International)"
"9110B","Latcr (International)"
"9110C","Aero Costa Rica (International)"
"9118A","Aerolineas El Salvador S A (International)"
"9118B","Taca International Airlines (International)"
"9118C","Aeropuma (International)"
"9127A","Aerovias S.A. (International)"
"9127B","Aviateca (International)"
"9127C","Lineas Aereas Mayas (Lamsa) (International)"
"9127D","Tranps Aereos Guatemaltecos (International)"
"9131A","Servicio Aereo De Honduras (International)"
"9131B","Transportes Aereos Nacional (International)"
"9131D","Sol Air (Aero Hunduras) (International)"
"91482","Aero Laguna S.A. De C.V. (International)"
"91484","Aerodan S.A. De C.V. (International)"
"9148A","Aero California (International)"
"9148B","Aeromexico (International)"
"9148C","Compania Mexicana De Aviaci (International)"
"9148D","Lineas Aereas La-Tur Sa (International)"
"9148E","Aeronautica De Cancun (International)"
"9148F","Transp. Aereos Ejecutivos (International)"
"9148H","Aeroejecutivo S.A. (International)"
"9148I","Aerotransportes Mas De Crga (International)"
"9148K","Serv. Aerolineas Mexicanas (International)"
"9148L","Lineas Aereas Allegro (International)"
"9148M","Quassar De Mexico (International)"
"9148N","Servicio Aereo Leo Lopez (International)"
"9148O","Aeromonterrey S.A. (International)"
"9148P","Aeromexpress (International)"
"9148Q","Mexicargo (International)"
"9148R","Aviacsa Airlines (International)"
"9148U","Estafeta Carga Aereas (International)"
